hash,family,seed,result,time,conflicts,decisions,propagations,returncode,maquina
d90c519010bfda89d1626c0321a55a64,scheduling,123,TIMEOUT,800.000,,,,-1,pc2_group3
d90c519010bfda89d1626c0321a55a64,scheduling,777,TIMEOUT,800.000,,,,-1,pc2_group3
d9b1ff2d48c5c8859d1fb8106023287a,scheduling,42,UNSAT,273.326,815869.000,1092967.000,297705578.000,20,pc2_group3
d9b1ff2d48c5c8859d1fb8106023287a,scheduling,123,UNSAT,324.629,900256.000,1186315.000,328394587.000,20,pc2_group3
d9b1ff2d48c5c8859d1fb8106023287a,scheduling,777,UNSAT,313.762,890908.000,1199455.000,319796509.000,20,pc2_group3
dce791c02087fd6dd1e58ab924807edd,scheduling,42,TIMEOUT,800.000,,,,-1,pc2_group3
dce791c02087fd6dd1e58ab924807edd,scheduling,123,TIMEOUT,800.000,,,,-1,pc2_group3
dce791c02087fd6dd1e58ab924807edd,scheduling,777,TIMEOUT,800.000,,,,-1,pc2_group3
df230ceeb400ef0c150c5b50cbdd1bc9,scheduling,42,TIMEOUT,800.000,,,,-1,pc2_group3
df230ceeb400ef0c150c5b50cbdd1bc9,scheduling,123,TIMEOUT,800.000,,,,-1,pc2_group3
df230ceeb400ef0c150c5b50cbdd1bc9,scheduling,777,TIMEOUT,800.000,,,,-1,pc2_group3
df4aa7724f377245d82486ada37910de,scheduling,42,TIMEOUT,800.000,,,,-1,pc2_group3
df4aa7724f377245d82486ada37910de,scheduling,123,TIMEOUT,800.000,,,,-1,pc2_group3
df4aa7724f377245d82486ada37910de,scheduling,777,TIMEOUT,800.000,,,,-1,pc2_group3
e0b938c32e36e2939d712dd4024f9ec6,scheduling,42,TIMEOUT,800.000,,,,-1,pc2_group3
e0b938c32e36e2939d712dd4024f9ec6,scheduling,123,SAT,341.647,1473781.000,2268238.000,1072331508.000,10,pc2_group3
e0b938c32e36e2939d712dd4024f9ec6,scheduling,777,SAT,115.929,469667.000,795653.000,468961057.000,10,pc2_group3
e0e9fad48bea2e36c5e03857904549bc,scheduling,42,SAT,0.093,48.000,392.000,22875.000,10,pc2_group3
e0e9fad48bea2e36c5e03857904549bc,scheduling,123,SAT,0.108,48.000,392.000,22875.000,10,pc2_group3
e0e9fad48bea2e36c5e03857904549bc,scheduling,777,SAT,0.110,48.000,392.000,22875.000,10,pc2_group3
e481a97a93fd6b4303f39024d19c2867,scheduling,42,SAT,190.593,1119758.000,1917017.000,574486872.000,10,pc2_group3
e481a97a93fd6b4303f39024d19c2867,scheduling,123,SAT,168.778,1004381.000,1863463.000,533991674.000,10,pc2_group3
e481a97a93fd6b4303f39024d19c2867,scheduling,777,SAT,141.897,858670.000,1640765.000,465849953.000,10,pc2_group3
e707c7e87816dd02ae433d268bd327c6,scheduling,42,SAT,86.951,1091801.000,2197790.000,248637036.000,10,pc2_group3
e707c7e87816dd02ae433d268bd327c6,scheduling,123,SAT,192.173,2206004.000,4316582.000,466340266.000,10,pc2_group3
e707c7e87816dd02ae433d268bd327c6,scheduling,777,SAT,40.726,519870.000,1242167.000,150297202.000,10,pc2_group3
e87e93daea1e1fafeaef8cce2c167ded,scheduling,42,SAT,49.817,311589.000,1066887.000,169042650.000,10,pc2_group3
e87e93daea1e1fafeaef8cce2c167ded,scheduling,123,SAT,25.972,128567.000,655077.000,80927959.000,10,pc2_group3
e87e93daea1e1fafeaef8cce2c167ded,scheduling,777,SAT,19.092,91209.000,499482.000,56976240.000,10,pc2_group3
e9628d628be1ba64f110ed381c55a348,scheduling,42,SAT,10.068,16902.000,1249883.000,12558447.000,10,pc2_group3
e9628d628be1ba64f110ed381c55a348,scheduling,123,SAT,10.236,16985.000,1120151.000,11774193.000,10,pc2_group3
e9628d628be1ba64f110ed381c55a348,scheduling,777,SAT,10.271,17608.000,1278110.000,12497280.000,10,pc2_group3
eae918cf9ef468beb4ea91aafbbc9708,scheduling,42,TIMEOUT,800.000,,,,-1,pc2_group3
eae918cf9ef468beb4ea91aafbbc9708,scheduling,123,TIMEOUT,800.000,,,,-1,pc2_group3
eae918cf9ef468beb4ea91aafbbc9708,scheduling,777,TIMEOUT,800.000,,,,-1,pc2_group3
eb6f0d50ca6a4a352c2f79b4c422bb4f,scheduling,42,SAT,42.369,47838.000,223271.000,147531316.000,10,pc2_group3
eb6f0d50ca6a4a352c2f79b4c422bb4f,scheduling,123,SAT,155.997,229226.000,979402.000,556676160.000,10,pc2_group3
eb6f0d50ca6a4a352c2f79b4c422bb4f,scheduling,777,SAT,251.439,361814.000,1524977.000,883207497.000,10,pc2_group3
eb8a05f11e4720d801e213c3648f8bba,scheduling,42,TIMEOUT,800.000,,,,-1,pc2_group3
eb8a05f11e4720d801e213c3648f8bba,scheduling,123,TIMEOUT,800.000,,,,-1,pc2_group3
eb8a05f11e4720d801e213c3648f8bba,scheduling,777,TIMEOUT,800.000,,,,-1,pc2_group3
ec437adc6e2100b7154b7bbf5017a818,scheduling,42,SAT,180.170,610218.000,3049653.000,1020539435.000,10,pc2_group3
ec437adc6e2100b7154b7bbf5017a818,scheduling,123,SAT,20.670,58159.000,350371.000,120351781.000,10,pc2_group3
ec437adc6e2100b7154b7bbf5017a818,scheduling,777,SAT,26.499,53657.000,378413.000,163390389.000,10,pc2_group3
f14c73a0cb78a66ad2af999a4a3fbe4d,scheduling,42,TIMEOUT,800.000,,,,-1,pc2_group3
f14c73a0cb78a66ad2af999a4a3fbe4d,scheduling,123,TIMEOUT,800.000,,,,-1,pc2_group3
f14c73a0cb78a66ad2af999a4a3fbe4d,scheduling,777,TIMEOUT,800.000,,,,-1,pc2_group3
f2a65dd471c96fb3d752412324265873,scheduling,42,SAT,7.178,61921.000,245090.000,32291444.000,10,pc2_group3
f2a65dd471c96fb3d752412324265873,scheduling,123,SAT,2.280,13885.000,67624.000,10670857.000,10,pc2_group3
f2a65dd471c96fb3d752412324265873,scheduling,777,SAT,4.263,36326.000,133858.000,19301797.000,10,pc2_group3
f33b2b99b991e02e7c9729fc3f336aac,scheduling,42,TIMEOUT,800.000,,,,-1,pc2_group3
f33b2b99b991e02e7c9729fc3f336aac,scheduling,123,TIMEOUT,800.000,,,,-1,pc2_group3
f33b2b99b991e02e7c9729fc3f336aac,scheduling,777,TIMEOUT,800.000,,,,-1,pc2_group3
f5ba0569627d667e9834902c5e0ea985,scheduling,42,SAT,0.512,4214.000,14740.000,2476661.000,10,pc2_group3
f5ba0569627d667e9834902c5e0ea985,scheduling,123,SAT,1.500,13358.000,46487.000,7191934.000,10,pc2_group3
f5ba0569627d667e9834902c5e0ea985,scheduling,777,SAT,5.454,49635.000,153979.000,23919205.000,10,pc2_group3
f7731051ae1403996ce04b47f741f2cf,scheduling,42,SAT,0.094,66.000,2256.000,78599.000,10,pc2_group3
f7731051ae1403996ce04b47f741f2cf,scheduling,123,SAT,0.176,66.000,2256.000,78599.000,10,pc2_group3
f7731051ae1403996ce04b47f741f2cf,scheduling,777,SAT,0.095,66.000,2256.000,78599.000,10,pc2_group3
f7e4d64c8d6ac73d4dcd7b7408986b0e,scheduling,42,TIMEOUT,800.000,,,,-1,pc2_group3
f7e4d64c8d6ac73d4dcd7b7408986b0e,scheduling,123,TIMEOUT,800.000,,,,-1,pc2_group3
f7e4d64c8d6ac73d4dcd7b7408986b0e,scheduling,777,TIMEOUT,800.000,,,,-1,pc2_group3
f7e855b18105170b0718086d3f5b5923,scheduling,42,SAT,222.579,833504.000,1311138.000,598150600.000,10,pc2_group3
f7e855b18105170b0718086d3f5b5923,scheduling,123,SAT,449.422,2066490.000,3141959.000,1177119823.000,10,pc2_group3
f7e855b18105170b0718086d3f5b5923,scheduling,777,SAT,173.559,829576.000,1319887.000,577304879.000,10,pc2_group3
f87af7ce29551c596013ff914da29fe8,scheduling,42,SAT,1.240,5527.000,24031.000,4138154.000,10,pc2_group3
f87af7ce29551c596013ff914da29fe8,scheduling,123,SAT,3.155,16707.000,62975.000,11756666.000,10,pc2_group3
f87af7ce29551c596013ff914da29fe8,scheduling,777,SAT,1.008,2911.000,14350.000,2567513.000,10,pc2_group3
f8f958aaaf81a03162dc42fad18cd70c,scheduling,42,UNSAT,0.056,0.000,0.000,1601.000,20,pc2_group3
f8f958aaaf81a03162dc42fad18cd70c,scheduling,123,UNSAT,0.094,0.000,0.000,1601.000,20,pc2_group3
f8f958aaaf81a03162dc42fad18cd70c,scheduling,777,UNSAT,0.098,0.000,0.000,1601.000,20,pc2_group3
fb45d41807bcbbbe689de282c1310798,scheduling,42,TIMEOUT,800.000,,,,-1,pc2_group3
fb45d41807bcbbbe689de282c1310798,scheduling,123,TIMEOUT,800.000,,,,-1,pc2_group3
fb45d41807bcbbbe689de282c1310798,scheduling,777,TIMEOUT,800.000,,,,-1,pc2_group3
fbe9ed60a08a08226b9e087c67105888,scheduling,42,TIMEOUT,800.000,,,,-1,pc2_group3
fbe9ed60a08a08226b9e087c67105888,scheduling,123,SAT,564.368,185433.000,609344.000,1945370227.000,10,pc2_group3
fbe9ed60a08a08226b9e087c67105888,scheduling,777,TIMEOUT,800.000,,,,-1,pc2_group3
fd35244b9fd3879209545ee404824b39,scheduling,42,CORRUPT_XZ,0.000,,,,-4,pc2_group3
fd35244b9fd3879209545ee404824b39,scheduling,123,CORRUPT_XZ,0.000,,,,-4,pc2_group3
fd35244b9fd3879209545ee404824b39,scheduling,777,CORRUPT_XZ,0.000,,,,-4,pc2_group3
06f538d7af257560476f9100e36d4445,software-verification,42,SAT,79.658,202815.000,482376.000,200124875.000,10,pc2_group3
06f538d7af257560476f9100e36d4445,software-verification,123,SAT,70.985,222152.000,511031.000,191968063.000,10,pc2_group3
06f538d7af257560476f9100e36d4445,software-verification,777,SAT,88.434,287345.000,607677.000,239231505.000,10,pc2_group3
0850db65220080c130d2f54005f9e2b3,software-verification,42,UNSAT,2.355,386.000,7741.000,1790564.000,20,pc2_group3
0850db65220080c130d2f54005f9e2b3,software-verification,123,UNSAT,2.315,386.000,7741.000,1790564.000,20,pc2_group3
0850db65220080c130d2f54005f9e2b3,software-verification,777,UNSAT,2.325,386.000,7741.000,1790564.000,20,pc2_group3
08cb0cf252b65c30c7c55218825c6ca0,software-verification,42,UNSAT,1.001,0.000,0.000,292358.000,20,pc2_group3
08cb0cf252b65c30c7c55218825c6ca0,software-verification,123,UNSAT,1.023,0.000,0.000,292358.000,20,pc2_group3
08cb0cf252b65c30c7c55218825c6ca0,software-verification,777,UNSAT,1.085,0.000,0.000,292358.000,20,pc2_group3
08e7044c1542a366b7da389d31466d19,software-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2_group3
08e7044c1542a366b7da389d31466d19,software-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2_group3
08e7044c1542a366b7da389d31466d19,software-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2_group3
0a3cb69074519646b0f2933ba7ad2d30,software-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2_group3
0a3cb69074519646b0f2933ba7ad2d30,software-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2_group3
0a3cb69074519646b0f2933ba7ad2d30,software-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2_group3
18e86b73af9b6adadc355a281387348b,software-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2_group3
18e86b73af9b6adadc355a281387348b,software-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2_group3
18e86b73af9b6adadc355a281387348b,software-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2_group3
191f06be45548773cfc64903bfd7dfc4,software-verification,42,UNSAT,26.114,501977.000,1156252.000,36088337.000,20,pc2_group3
191f06be45548773cfc64903bfd7dfc4,software-verification,123,UNSAT,29.532,596387.000,1288645.000,38230263.000,20,pc2_group3
191f06be45548773cfc64903bfd7dfc4,software-verification,777,UNSAT,28.280,569105.000,1312967.000,37554091.000,20,pc2_group3
1dd5ffcc6c443948656e5c5d9a982098,software-verification,42,UNSAT,14.423,3407.000,26396.000,46885526.000,20,pc2_group3
1dd5ffcc6c443948656e5c5d9a982098,software-verification,123,UNSAT,13.034,3162.000,30539.000,39622692.000,20,pc2_group3
1dd5ffcc6c443948656e5c5d9a982098,software-verification,777,UNSAT,11.126,2352.000,24357.000,31367065.000,20,pc2_group3
1eb3ccb3f88643710a3f6e860b6e44d9,software-verification,42,UNSAT,96.491,340763.000,706339.000,260268031.000,20,pc2_group3
1eb3ccb3f88643710a3f6e860b6e44d9,software-verification,123,UNSAT,100.722,428342.000,788083.000,257597133.000,20,pc2_group3
1eb3ccb3f88643710a3f6e860b6e44d9,software-verification,777,UNSAT,81.255,400498.000,789378.000,241299554.000,20,pc2_group3
20262e9643d524e66cd542e9ba1a4a20,software-verification,42,SAT,24.811,0.000,0.000,14731702.000,10,pc2_group3
20262e9643d524e66cd542e9ba1a4a20,software-verification,123,SAT,25.334,0.000,0.000,14731702.000,10,pc2_group3
20262e9643d524e66cd542e9ba1a4a20,software-verification,777,SAT,24.095,0.000,0.000,14731702.000,10,pc2_group3
2371c9fc251aee8478c9b7c83df952fe,software-verification,42,TIMEOUT,800.000,,,,-1,pc2_group3
2371c9fc251aee8478c9b7c83df952fe,software-verification,123,TIMEOUT,800.000,,,,-1,pc2_group3
2371c9fc251aee8478c9b7c83df952fe,software-verification,777,TIMEOUT,800.000,,,,-1,pc2_group3
24ad26cf2508045a931398593bba850b,software-verification,42,TIMEOUT,800.000,,,,-1,pc2_group3
24ad26cf2508045a931398593bba850b,software-verification,123,TIMEOUT,800.000,,,,-1,pc2_group3
24ad26cf2508045a931398593bba850b,software-verification,777,TIMEOUT,800.000,,,,-1,pc2_group3
27d9905476897885d29cea2744db9805,software-verification,42,UNKNOWN,42.418,0.000,0.000,27278914.000,-6,pc2_group3
27d9905476897885d29cea2744db9805,software-verification,123,UNKNOWN,42.489,0.000,0.000,27278914.000,-6,pc2_group3
27d9905476897885d29cea2744db9805,software-verification,777,UNKNOWN,42.729,0.000,0.000,27278914.000,-6,pc2_group3
2968f33b6a38f33bf119711d55053d01,software-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2_group3
2968f33b6a38f33bf119711d55053d01,software-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2_group3
2968f33b6a38f33bf119711d55053d01,software-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2_group3
31a2d926fe8c7af1245c856b9e99d7f7,software-verification,42,UNSAT,0.148,1.000,0.000,23544.000,20,pc2_group3
31a2d926fe8c7af1245c856b9e99d7f7,software-verification,123,UNSAT,0.081,1.000,0.000,23544.000,20,pc2_group3
31a2d926fe8c7af1245c856b9e99d7f7,software-verification,777,UNSAT,0.087,1.000,0.000,23544.000,20,pc2_group3
31baef6607ced2d80be0c89536fe00a7,software-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2_group3
31baef6607ced2d80be0c89536fe00a7,software-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2_group3
31baef6607ced2d80be0c89536fe00a7,software-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2_group3
33f30196a8621928deb37d204729e218,software-verification,42,UNSAT,85.074,976950.000,1145033.000,162408143.000,20,pc2_group3
33f30196a8621928deb37d204729e218,software-verification,123,UNSAT,86.615,971748.000,1146546.000,165620914.000,20,pc2_group3
33f30196a8621928deb37d204729e218,software-verification,777,UNSAT,88.837,999363.000,1175522.000,163818816.000,20,pc2_group3
38c7c02fec1a10aa147248c3bebef2e7,software-verification,42,TIMEOUT,800.000,,,,-1,pc2_group3
38c7c02fec1a10aa147248c3bebef2e7,software-verification,123,TIMEOUT,800.000,,,,-1,pc2_group3
38c7c02fec1a10aa147248c3bebef2e7,software-verification,777,TIMEOUT,800.000,,,,-1,pc2_group3
3a1aeb4f09c3e2c147b5abb785019137,software-verification,42,UNSAT,0.903,0.000,0.000,362111.000,20,pc2_group3
3a1aeb4f09c3e2c147b5abb785019137,software-verification,123,UNSAT,0.832,0.000,0.000,362111.000,20,pc2_group3
3a1aeb4f09c3e2c147b5abb785019137,software-verification,777,UNSAT,0.825,0.000,0.000,362111.000,20,pc2_group3
3a6e0eaa0dd2614de70d527bfadbb3cd,software-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2_group3
3a6e0eaa0dd2614de70d527bfadbb3cd,software-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2_group3
3a6e0eaa0dd2614de70d527bfadbb3cd,software-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2_group3
3bbdfd39be8452f73c3fda0a1c0b3260,software-verification,42,UNSAT,65.152,49983.000,1542618.000,148508400.000,20,pc2_group3
3bbdfd39be8452f73c3fda0a1c0b3260,software-verification,123,UNSAT,71.136,42349.000,1546792.000,195837597.000,20,pc2_group3
3bbdfd39be8452f73c3fda0a1c0b3260,software-verification,777,UNSAT,162.613,43005.000,6151685.000,317391062.000,20,pc2_group3
3f45c38fe605917727ddd9fdc220ad19,software-verification,42,UNSAT,0.980,103.000,909.000,496898.000,20,pc2_group3
3f45c38fe605917727ddd9fdc220ad19,software-verification,123,UNSAT,0.972,103.000,909.000,496898.000,20,pc2_group3
3f45c38fe605917727ddd9fdc220ad19,software-verification,777,UNSAT,0.870,103.000,909.000,496898.000,20,pc2_group3
4348c6b9af237291558b154a9de82969,software-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2_group3
4348c6b9af237291558b154a9de82969,software-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2_group3
4348c6b9af237291558b154a9de82969,software-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2_group3
4b3c7fb5a7b24f2680395176380ec8e3,software-verification,42,SAT,1.161,1943.000,73494.000,2916554.000,10,pc2_group3
4b3c7fb5a7b24f2680395176380ec8e3,software-verification,123,SAT,1.201,1314.000,79316.000,2527916.000,10,pc2_group3
4b3c7fb5a7b24f2680395176380ec8e3,software-verification,777,SAT,1.065,1428.000,66019.000,1488631.000,10,pc2_group3
4cc8e55799ecda9e666a4c767fb290d8,software-verification,42,UNSAT,1.578,48008.000,125659.000,4475884.000,20,pc2_group3
4cc8e55799ecda9e666a4c767fb290d8,software-verification,123,UNSAT,1.497,43424.000,111054.000,4040239.000,20,pc2_group3
4cc8e55799ecda9e666a4c767fb290d8,software-verification,777,UNSAT,1.488,45255.000,113264.000,3957848.000,20,pc2_group3
4ed40dca9d17e37f77bbbef074561585,software-verification,42,UNSAT,0.894,0.000,0.000,364167.000,20,pc2_group3
4ed40dca9d17e37f77bbbef074561585,software-verification,123,UNSAT,0.979,0.000,0.000,364167.000,20,pc2_group3
4ed40dca9d17e37f77bbbef074561585,software-verification,777,UNSAT,1.041,0.000,0.000,364167.000,20,pc2_group3
4f8f31bf2d3a816b560b0ed39420199b,software-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2_group3
4f8f31bf2d3a816b560b0ed39420199b,software-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2_group3
4f8f31bf2d3a816b560b0ed39420199b,software-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2_group3
505e0d6cd0b327ccd8f3776a69dedd8e,software-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2_group3
505e0d6cd0b327ccd8f3776a69dedd8e,software-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2_group3
505e0d6cd0b327ccd8f3776a69dedd8e,software-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2_group3
55f3756b9caefb5139a6ffd2de555677,software-verification,42,UNSAT,29.929,407.000,3661.000,89825661.000,20,pc2_group3
55f3756b9caefb5139a6ffd2de555677,software-verification,123,UNSAT,30.052,407.000,3661.000,89825661.000,20,pc2_group3
55f3756b9caefb5139a6ffd2de555677,software-verification,777,UNSAT,23.903,407.000,3661.000,89825661.000,20,pc2_group3
5696ebc151f271257ba3a98782667932,software-verification,42,TIMEOUT,800.000,,,,-1,pc2_group3
5696ebc151f271257ba3a98782667932,software-verification,123,UNKNOWN,172.378,12687.000,198021.000,271543770.000,-6,pc2_group3
5696ebc151f271257ba3a98782667932,software-verification,777,TIMEOUT,800.000,,,,-1,pc2_group3
57a67219171de01711aa6d9604b1c1df,software-verification,42,UNSAT,228.745,62475.000,2617457.000,380236353.000,20,pc2_group3
57a67219171de01711aa6d9604b1c1df,software-verification,123,UNSAT,377.417,64910.000,3416659.000,739666633.000,20,pc2_group3
57a67219171de01711aa6d9604b1c1df,software-verification,777,UNSAT,522.547,106319.000,3586425.000,1009724391.000,20,pc2_group3
59e596f5f845a2487370950b37ec3db2,software-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2_group3
59e596f5f845a2487370950b37ec3db2,software-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2_group3
59e596f5f845a2487370950b37ec3db2,software-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2_group3
5e29ace02e3073d2c0b9ba6382e0eccf,software-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2_group3
5e29ace02e3073d2c0b9ba6382e0eccf,software-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2_group3
5e29ace02e3073d2c0b9ba6382e0eccf,software-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2_group3
6008b958ff6877f32c26b72728df4523,software-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2_group3
6008b958ff6877f32c26b72728df4523,software-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2_group3
6008b958ff6877f32c26b72728df4523,software-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2_group3
603a2d6f8962be577c6609e70296b8ee,software-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2_group3
603a2d6f8962be577c6609e70296b8ee,software-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2_group3
603a2d6f8962be577c6609e70296b8ee,software-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2_group3
613be3fce8fa3e517d10e292f0a2542d,software-verification,42,UNKNOWN,180.706,12269.000,223874.000,298649843.000,-6,pc2_group3
613be3fce8fa3e517d10e292f0a2542d,software-verification,123,TIMEOUT,800.000,,,,-1,pc2_group3
613be3fce8fa3e517d10e292f0a2542d,software-verification,777,UNKNOWN,157.394,12565.000,242434.000,186346702.000,-6,pc2_group3
64f62a88827125462f5cb02c15520d8e,software-verification,42,TIMEOUT,800.000,,,,-1,pc2_group3
64f62a88827125462f5cb02c15520d8e,software-verification,123,TIMEOUT,800.000,,,,-1,pc2_group3
64f62a88827125462f5cb02c15520d8e,software-verification,777,TIMEOUT,800.000,,,,-1,pc2_group3
683a0eb8955c471a343d6c7d7a1101f9,software-verification,42,UNSAT,69.521,188823.000,551422.000,200155929.000,20,pc2_group3
683a0eb8955c471a343d6c7d7a1101f9,software-verification,123,UNSAT,65.150,188123.000,543131.000,185369256.000,20,pc2_group3
683a0eb8955c471a343d6c7d7a1101f9,software-verification,777,UNSAT,48.696,144762.000,411773.000,148395070.000,20,pc2_group3
71e9e9a680d64a1e5e4753e9efdefe84,software-verification,42,UNSAT,0.655,0.000,0.000,134736.000,20,pc2_group3
71e9e9a680d64a1e5e4753e9efdefe84,software-verification,123,UNSAT,0.652,0.000,0.000,134736.000,20,pc2_group3
71e9e9a680d64a1e5e4753e9efdefe84,software-verification,777,UNSAT,0.769,0.000,0.000,134736.000,20,pc2_group3
732e48e5621342c72d4e7ceb6603c9d6,software-verification,42,UNKNOWN,33.376,0.000,0.000,2324435.000,-6,pc2_group3
732e48e5621342c72d4e7ceb6603c9d6,software-verification,123,UNKNOWN,30.704,0.000,0.000,2324435.000,-6,pc2_group3
732e48e5621342c72d4e7ceb6603c9d6,software-verification,777,UNKNOWN,30.707,0.000,0.000,2324435.000,-6,pc2_group3
77a0ff05f77e03cfe3261b41143edaa3,software-verification,42,UNSAT,86.804,964701.000,1134087.000,157352160.000,20,pc2_group3
77a0ff05f77e03cfe3261b41143edaa3,software-verification,123,UNSAT,86.824,939023.000,1097992.000,156259210.000,20,pc2_group3
77a0ff05f77e03cfe3261b41143edaa3,software-verification,777,UNSAT,99.227,978841.000,1153864.000,166319427.000,20,pc2_group3
81268da6548a14c8658a6dd9786e56f4,software-verification,42,UNSAT,1.006,0.000,0.000,440656.000,20,pc2_group3
81268da6548a14c8658a6dd9786e56f4,software-verification,123,UNSAT,0.999,0.000,0.000,440656.000,20,pc2_group3
81268da6548a14c8658a6dd9786e56f4,software-verification,777,UNSAT,0.994,0.000,0.000,440656.000,20,pc2_group3
81bd2dd3df93684890449edad69253dd,software-verification,42,UNSAT,0.759,103.000,909.000,496898.000,20,pc2_group3
81bd2dd3df93684890449edad69253dd,software-verification,123,UNSAT,0.767,103.000,909.000,496898.000,20,pc2_group3
81bd2dd3df93684890449edad69253dd,software-verification,777,UNSAT,0.800,103.000,909.000,496898.000,20,pc2_group3
81ea9e08430a8a983b4052d5936adcf5,software-verification,42,UNSAT,10.796,14423.000,142567.000,37904647.000,20,pc2_group3
81ea9e08430a8a983b4052d5936adcf5,software-verification,123,UNSAT,12.293,14445.000,78893.000,35472262.000,20,pc2_group3
81ea9e08430a8a983b4052d5936adcf5,software-verification,777,UNSAT,10.226,14424.000,69951.000,35599646.000,20,pc2_group3
878bcc11e1e243680f7946bcf428f465,software-verification,42,UNSAT,54.334,7737.000,165583.000,194607947.000,20,pc2_group3
878bcc11e1e243680f7946bcf428f465,software-verification,123,UNSAT,66.154,11255.000,90722.000,283520535.000,20,pc2_group3
878bcc11e1e243680f7946bcf428f465,software-verification,777,UNSAT,67.498,9211.000,149881.000,236650952.000,20,pc2_group3
87b586668328ee71f3bb0b71f65b8029,software-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2_group3
87b586668328ee71f3bb0b71f65b8029,software-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2_group3
87b586668328ee71f3bb0b71f65b8029,software-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2_group3
88bfa72210baef40a2903d95044dc19d,software-verification,42,UNSAT,145.924,16771.000,198361.000,804055358.000,20,pc2_group3
88bfa72210baef40a2903d95044dc19d,software-verification,123,UNSAT,115.230,12319.000,190338.000,614616358.000,20,pc2_group3
88bfa72210baef40a2903d95044dc19d,software-verification,777,UNSAT,94.458,10022.000,115992.000,570959506.000,20,pc2_group3
8dd15d5a2356cabe1e5a3bb3aad975ed,software-verification,42,SAT,567.756,424561.000,1631744.000,1513745675.000,10,pc2_group3
8dd15d5a2356cabe1e5a3bb3aad975ed,software-verification,123,SAT,515.407,467424.000,1902760.000,1401083462.000,10,pc2_group3
8dd15d5a2356cabe1e5a3bb3aad975ed,software-verification,777,SAT,495.928,439007.000,1687226.000,1316084978.000,10,pc2_group3
8e2bf97f9861eefd74a692fde1945702,software-verification,42,UNSAT,1.015,75.000,1558.000,618778.000,20,pc2_group3
8e2bf97f9861eefd74a692fde1945702,software-verification,123,UNSAT,1.186,75.000,1558.000,618778.000,20,pc2_group3
8e2bf97f9861eefd74a692fde1945702,software-verification,777,UNSAT,1.191,75.000,1558.000,618778.000,20,pc2_group3
90d7e34800b9c8338d4a1bd2563ee9ec,software-verification,42,CORRUPT_XZ,0.000,,,,-4,pc2_group3
90d7e34800b9c8338d4a1bd2563ee9ec,software-verification,123,CORRUPT_XZ,0.000,,,,-4,pc2_group3
90d7e34800b9c8338d4a1bd2563ee9ec,software-verification,777,CORRUPT_XZ,0.000,,,,-4,pc2_group3
92ba26eaf09b27c929710e1886af73f8,software-verification,42,UNSAT,64.937,21958.000,227057.000,117098157.000,20,pc2_group3
92ba26eaf09b27c929710e1886af73f8,software-verification,123,UNSAT,46.940,19430.000,118375.000,63161909.000,20,pc2_group3
92ba26eaf09b27c929710e1886af73f8,software-verification,777,UNSAT,50.845,23564.000,202838.000,98784469.000,20,pc2_group3
96fd73d32e5abe7f0f5234053e236019,software-verification,42,TIMEOUT,800.000,,,,-1,pc2_group3
